41001026	3-1 10-5 10-6 10-15 16-16 
41001027	3-1 15-14 12-15 6-16 20-20 13-21 15-24 16-25 20-26 20-28 29-31 27-32 15-33 29-39 
41001028	8-5 3-8 8-12 13-15 
41001029	14-1 2-4 9-7 2-11 9-19 11-21 13-23 15-25 17-27 14-30 
41001030	3-0 17-2 1-4 4-8 15-13 9-15 12-24 15-28 15-30 
41001031	21-3 1-5 8-9 1-15 21-20 17-21 1-23 
41001032	6-1 6-4 1-7 5-11 11-13 7-17 
41001033	4-3 3-4 9-13 
41001034	22-0 27-1 22-3 22-4 3-5 16-13 13-16 4-24 1-26 22-27 16-29 18-36 18-37 
41001035	6-1 17-2 17-8 23-11 15-13 18-15 17-18 18-20 12-22 4-26 
41001036	1-2 6-3 7-10 10-12 
41001037	3-3 6-8 7-9 6-10 12-17 
41001038	1-1 9-3 3-5 6-7 9-8 3-14 14-16 23-19 18-22 22-24 1-25 20-26 21-28 23-29 19-32 
41001039	1-1 2-5 4-7 5-10 1-12 7-15 1-24 
41001040	1-0 11-1 2-5 4-7 12-9 7-13 11-15 4-16 10-22 5-23 16-24 13-25 14-26 16-28 14-31 19-32 20-35 
41001041	10-1 13-4 3-6 7-10 3-12 12-15 14-16 13-17 15-18 13-20 18-22 
41001042	7-0 3-3 7-6 5-7 7-9 10-12 
41001043	1-1 6-3 4-4 7-6 7-13 
41001044	2-0 6-3 15-4 29-5 9-6 27-7 27-8 29-10 6-13 21-16 21-18 15-19 21-23 17-25 29-27 9-31 6-34 29-39 24-40 15-43 6-45 27-47 26-50 21-53 
41001045	0-0 12-1 24-2 36-4 1-6 6-8 33-10 36-12 12-13 6-16 37-19 1-20 36-23 12-28 18-30 20-32 36-35 24-39 33-45 37-47 29-49 26-51 37-69 
41002001	7-0 8-1 4-3 4-8 5-11 4-18 13-20 
41002002	1-1 23-2 23-4 16-14 12-17 18-22 23-30 
41002003	6-4 7-5 4-7 5-9 4-12 6-13 10-18 10-19 6-20 4-23 7-24 
41002004	4-7 33-10 17-15 7-16 33-21 25-23 15-26 20-28 15-41 29-46 33-47 
41002005	2-0 3-2 8-3 5-6 6-9 7-11 8-12 10-13 8-14 11-15 13-20 12-22 
41002006	1-0 4-1 9-7 9-18 
41002007	6-0 0-1 7-3 10-4 8-6 6-7 14-9 7-10 15-16 14-18 10-21 7-22 13-26 7-27 15-31 14-33 
41002008	2-2 18-4 5-9 14-11 14-16 18-20 18-23 22-26 18-32 
41002009	3-1 13-2 5-7 13-9 1-10 5-11 3-16 9-20 18-22 12-23 13-24 5-29 18-30 19-34 8-36 
41002010	0-0 2-1 14-2 2-3 2-4 19-6 19-7 7-8 9-10 17-11 14-16 13-17 17-19 16-24 19-25 14-31 19-33 18-43 17-44 18-45 
41002011	0-0 2-1 3-2 7-3 8-7 3-9 7-11 2-12 7-16 
41002012	16-1 1-2 19-9 1-11 8-14 7-16 4-17 10-22 14-24 23-36 25-42 27-45 29-48 
41002013	13-0 14-1 13-5 3-6 6-10 13-13 16-19 0-21 13-24 
41002014	2-1 20-5 25-7 6-9 7-10 9-11 11-13 20-17 15-20 29-22 19-24 18-25 20-26 20-27 23-30 25-36 25-38 
41002015	17-0 8-5 24-9 25-10 10-13 9-15 25-16 21-18 16-24 17-25 20-28 19-30 24-33 6-35 25-37 17-41 
41002016	2-2 19-7 5-10 8-13 25-16 26-17 19-19 24-20 19-22 10-26 27-29 21-35 18-38 24-40 25-43 26-44 27-49 
41002017	2-0 3-2 27-3 7-4 5-6 6-8 27-10 7-12 21-14 26-16 26-21 10-22 27-23 18-25 23-28 31-29 24-31 27-32 18-34 7-35 31-36 24-37 26-38 30-43 17-44 24-46 21-51 
41002018	14-0 23-3 18-5 26-8 14-17 15-21 14-22 13-23 30-27 1-29 20-32 26-35 32-38 28-42 30-44 29-46 32-48 
41002019	1-1 3-3 3-5 13-8 7-11 3-23 23-27 3-31 13-32 13-36 14-40 20-44 
41002020	7-0 4-2 17-6 7-7 14-9 17-12 15-14 17-17 18-25 2-28 
41002021	0-1 3-2 27-3 30-5 22-8 16-15 12-16 13-17 27-20 6-26 20-27 13-32 16-39 22-41 
41002022	1-2 21-4 31-6 8-7 29-8 30-9 27-12 34-13 9-14 10-15 32-17 31-18 20-20 14-21 17-24 34-25 30-27 27-29 14-31 29-40 13-41 29-44 
41002023	0-1 1-2 1-3 21-11 15-14 14-16 17-20 2-21 21-29 
41002024	2-2 6-5 5-6 5-11 5-12 13-13 14-17 18-19 18-20 
41002025	3-0 26-1 6-4 3-7 6-9 6-11 5-12 8-13 15-14 10-18 5-20 20-21 6-23 2-24 13-26 12-27 20-28 25-29 19-42 
41002026	11-0 7-2 14-3 32-7 4-10 6-12 1-14 33-16 38-17 18-18 24-21 38-24 6-28 32-29 18-30 31-35 29-36 33-39 29-40 43-42 33-44 43-46 25-57 38-58 37-60 38-61 
41002027	3-3 3-6 11-9 6-15 15-16 1-18 15-21 6-22 
41002028	6-0 2-2 5-4 5-5 10-8 10-9 
41003001	1-2 0-7 6-9 11-10 11-13 13-14 
41003002	4-2 3-7 4-12 15-13 7-14 4-15 4-17 15-19 19-20 13-22 13-23 3-30 15-33 7-40 
41003003	3-0 2-3 3-4 5-5 9-6 3-11 3-12 10-13 11-14 
41003004	3-5 15-8 22-9 13-10 18-11 10-13 10-14 21-15 11-17 22-18 18-23 15-26 22-28 14-33 24-40 18-42 24-44 11-47 
41003005	1-8 7-10 23-11 23-20 16-25 1-27 15-29 16-30 18-31 16-32 29-34 21-36 28-38 22-41 29-43 
41003006	5-1 1-3 14-11 8-16 12-29 
41003007	0-0 2-1 4-3 3-5 5-8 5-13 7-15 14-16 5-18 3-23 5-25 
41003008	27-1 1-12 3-16 27-21 8-26 12-32 14-34 19-37 27-38 28-42 22-44 27-46 22-53 
41003009	11-1 5-3 4-5 5-6 5-7 1-12 7-24 8-25 8-40 
41003010	13-1 14-3 14-4 14-5 4-6 14-8 1-21 14-36 1-39 
41003011	15-1 5-6 11-7 15-10 6-14 15-17 15-18 18-19 20-21 
41003012	6-0 8-1 5-3 5-10 6-11 1-16 1-18 
41003013	10-0 18-2 6-5 13-6 9-8 18-11 9-13 1-15 13-17 18-21 9-22 19-28 
41003014	1-1 3-4 3-5 22-6 13-7 22-10 14-11 17-12 5-14 22-16 8-18 17-21 22-27 22-30 
41003015	3-1 3-3 3-4 
41003016	0-0 3-3 3-4 5-5 7-6 4-7 5-11 10-13 11-14 7-16 
41003017	13-1 0-5 2-6 4-8 11-9 8-10 6-13 13-15 16-20 17-21 11-24 16-25 11-27 19-29 18-31 22-34 
41003018	0-5 2-7 4-9 6-11 8-13 10-15 12-17 14-19 16-21 18-23 20-29 
41003019	1-1 2-2 5-3 3-4 3-5 5-7 3-15 5-21 
41003020	2-2 8-13 10-14 13-22 15-26 
41003021	11-3 4-5 9-6 17-9 11-10 9-12 16-19 9-22 9-23 16-24 
41003022	2-1 10-5 7-7 21-15 11-16 14-17 21-21 10-22 11-24 14-32 21-34 
41003023	5-1 2-3 8-6 1-9 1-11 4-13 8-15 1-19 4-21 8-22 7-23 14-26 17-29 
41003024	0-0 1-2 1-4 5-13 7-14 3-18 
41003025	1-1 2-3 2-5 9-6 14-11 6-15 14-16 3-17 11-19 14-22 
41003026	1-1 2-2 11-6 17-7 17-14 11-15 14-17 17-20 11-23 17-24 
41003027	1-1 5-2 20-3 23-6 9-9 5-11 7-13 26-20 15-22 23-26 20-28 15-33 23-36 15-40 27-48 26-51 
41003028	1-0 3-1 4-2 4-4 3-5 7-7 5-10 6-11 5-13 3-14 4-19 
41003029	0-0 11-2 11-5 6-8 6-9 10-13 16-17 16-28 11-33 15-34 
41003030	0-4 4-5 4-6 8-9 4-14 
41003031	12-1 2-3 5-6 13-8 9-15 11-19 12-20 12-22 16-24 12-28 16-29 
41003032	10-0 10-2 5-5 11-6 9-10 6-11 20-12 13-14 15-16 16-19 20-23 18-27 12-32 
41003033	1-1 2-3 1-4 6-7 1-9 7-11 10-13 9-15 
41003034	9-0 6-8 9-11 9-13 10-15 14-17 16-19 17-22 13-24 
41003035	8-0 8-4 6-8 7-9 10-11 12-13 14-15 9-17 
41004001	15-0 0-4 4-6 3-8 29-12 3-14 18-22 3-23 18-25 21-29 22-30 25-32 37-34 1-36 24-38 25-46 
41004002	15-3 5-4 15-5 13-12 15-14 14-15 15-16 
41004003	1-2 5-3 5-5 
41004004	2-0 2-6 4-8 12-17 
41004005	9-14 9-22 10-25 19-27 
41004006	1-1 3-2 10-9 12-14 14-17 
41004007	17-3 4-9 7-12 7-15 4-18 17-25 17-27 16-29 
41004008	20-0 9-3 5-7 9-10 
41004009	10-1 7-3 7-5 4-6 11-9 1-10 8-13 7-14 2-15 
41004010	1-0 2-6 10-10 10-11 8-13 12-15 8-19 7-20 11-23 2-24 
41004011	3-3 5-5 16-6 6-9 5-14 14-17 16-19 17-20 22-22 23-24 20-25 3-30 5-32 17-34 
41004012	1-0 21-2 13-8 21-9 7-12 21-18 12-21 14-22 6-25 21-26 14-29 
41004013	3-3 6-6 14-7 7-9 14-10 3-14 2-15 10-16 6-18 13-19 14-20 3-23 16-26 6-28 10-29 
41004014	4-8 
41004015	24-0 11-2 25-6 27-8 15-14 23-15 16-19 25-21 27-25 
41004016	13-5 14-17 16-18 11-22 17-24 21-28 
41004017	7-0 3-3 10-4 9-10 5-11 13-13 7-14 10-17 22-21 24-30 9-33 23-44 
41004018	8-5 7-13 7-16 11-17 12-21 14-22 
41004019	0-0 18-7 5-9 24-28 22-32 18-36 14-38 
41004020	0-0 26-5 7-11 13-15 2-16 
41004021	3-0 10-3 10-6 18-9 5-11 3-15 17-18 23-20 16-22 14-23 19-24 21-28 
41004022	5-0 14-1 16-3 6-6 16-7 14-14 10-17 5-21 6-23 
41004023	4-0 5-3 7-4 4-6 8-7 4-8 4-9 
41004024	1-1 20-3 28-6 7-7 21-8 10-10 1-11 29-12 14-14 9-18 29-20 28-21 3-24 20-25 21-27 25-28 14-33 17-35 28-36 29-42 
41004025	3-1 14-2 1-6 1-8 21-10 19-16 16-17 4-19 16-21 7-27 19-33 
41004026	2-2 10-4 4-5 6-7 1-8 2-10 10-11 11-12 
41004027	4-3 13-4 0-5 15-7 13-12 15-14 0-24 13-33 0-35 15-39 
41004028	1-0 15-2 15-4 
41004029	1-1 8-8 10-9 4-10 4-12 8-20 
41004030	2-3 2-5 15-6 6-7 2-8 9-9 11-11 18-13 13-14 16-16 18-18 14-22 
41004031	1-0 3-2 0-5 6-7 6-11 6-14 14-15 14-17 3-18 22-24 14-26 1-32 0-34 22-36 
41004032	3-5 31-10 11-14 12-15 14-19 31-20 24-28 
41004033	8-0 14-4 14-7 4-8 8-10 14-11 1-12 8-13 14-15 
41004034	0-0 2-2 7-5 11-6 4-9 15-11 11-13 4-16 8-17 9-18 14-22 9-23 15-27 15-28 11-35 
41004035	4-1 9-3 2-4 15-5 8-8 15-11 12-12 9-13 
41004036	14-0 9-4 9-13 11-14 21-15 14-25 20-28 11-33 7-37 
41004037	7-6 12-13 16-20 
41004038	13-1 3-3 5-5 1-9 16-13 16-15 1-19 20-23 18-24 24-26 20-31 21-32 24-36 20-37 
41004039	4-6 17-7 9-10 9-12 9-15 9-17 6-21 22-27 1-28 
41004040	0-1 2-6 6-8 10-9 8-11 10-12 6-14 13-15 
41004041	6-3 14-5 9-13 9-14 16-15 12-16 24-17 19-22 4-23 8-27 24-29 
41005001	2-1 9-7 8-12 14-18 
41005002	12-0 8-3 9-6 17-7 18-8 22-11 2-16 17-17 18-18 
41005003	0-0 12-2 12-9 15-10 15-11 15-12 0-16 10-21 
41005004	28-1 28-4 1-6 20-9 14-11 10-12 17-13 21-15 9-18 7-20 11-22 23-28 28-30 17-34 
41005005	0-5 10-6 9-15 10-17 10-26 19-29 
41005006	2-0 3-2 4-3 7-5 7-9 8-11 4-22 
41005007	7-1 25-5 12-6 16-7 11-8 17-9 27-11 23-13 25-14 12-16 23-19 23-20 25-22 22-27 11-28 29-29 29-30 31-34 
41005008	1-0 4-3 11-5 5-6 11-8 4-9 1-10 4-11 11-12 13-13 11-15 4-18 10-19 
41005009	8-0 1-1 2-3 8-4 12-5 4-6 11-7 6-9 8-11 14-13 7-14 10-16 15-20 
41005010	1-1 3-4 1-7 5-9 6-10 6-13 6-17 6-21 
41005011	1-0 5-3 
41005012	3-6 7-8 7-9 7-10 11-12 7-14 7-18 9-19 
41005013	1-0 1-6 33-13 33-14 14-22 33-25 14-27 29-44 14-56 1-57 21-61 
41005014	17-5 2-9 16-14 16-16 8-18 14-26 17-29 18-30 21-31 16-34 
41005015	3-2 4-4 6-8 3-9 13-10 22-13 22-18 23-20 23-22 23-29 23-33 22-37 29-45 
41005016	2-2 12-4 18-7 7-10 18-16 12-19 7-21 18-24 16-25 20-40 
41005017	3-1 6-7 5-10 6-12 3-19 
41005018	1-0 16-1 6-5 17-7 9-8 18-14 18-17 22-20 17-22 21-29 
41005019	6-0 9-1 3-3 12-4 28-5 8-7 12-8 8-9 25-10 33-11 12-12 33-16 25-22 13-24 7-25 21-30 33-32 24-33 25-36 28-39 33-44 
41005020	6-0 6-2 1-3 6-5 1-7 6-12 10-18 13-22 8-24 16-25 17-28 
41005021	9-0 2-1 9-3 8-5 24-9 5-11 20-12 9-18 9-27 20-29 2-31 6-33 24-36 
41005022	2-1 11-8 18-10 9-11 15-12 14-15 19-23 15-25 
41005023	2-1 2-4 22-6 6-7 20-9 5-11 13-16 17-18 25-19 14-20 2-24 25-26 8-27 
41005024	4-1 2-3 3-4 1-5 1-13 10-20 
41005025	3-1 4-2 8-4 8-5 12-7 11-9 3-14 13-17 13-18 14-19 
41005026	12-0 13-1 12-3 6-5 7-6 6-12 11-21 19-28 17-33 
41005027	12-0 0-1 11-2 12-4 2-5 6-8 17-9 17-11 11-15 12-17 17-24 6-31 6-40 
41005028	7-0 9-2 2-3 7-4 4-6 3-7 9-8 8-13 7-15 10-16 4-17 
41005029	12-0 11-10 5-11 13-18 11-21 14-24 
41005030	1-1 20-3 11-8 15-11 19-12 11-14 19-20 23-26 22-28 
41005031	2-2 4-4 5-5 12-6 15-7 7-8 4-9 6-15 15-19 12-20 19-26 
41005032	4-0 4-9 
41005033	7-1 2-2 10-4 7-6 7-9 18-12 21-14 11-16 21-21 
41005034	3-3 1-4 10-5 19-7 7-8 10-10 3-11 6-13 19-17 3-18 6-22 10-24 13-26 19-30 
41005035	1-5 12-7 13-8 11-10 11-14 14-21 17-22 13-23 14-24 15-27 22-36 
41005036	0-0 5-1 14-3 7-4 7-7 6-8 7-11 7-12 4-14 6-19 7-20 14-21 14-22 15-23 17-26 0-27 
41005037	1-1 5-5 3-9 5-10 5-12 1-14 9-15 11-17 13-19 15-20 17-22 5-26 7-28 
41005038	2-2 4-5 4-9 12-12 13-14 16-16 2-18 2-19 17-25 
41005039	2-1 7-3 6-7 11-9 9-11 11-12 16-14 7-16 7-17 13-19 5-21 20-23 5-26 22-29 
41005040	2-3 6-6 5-7 6-8 9-11 26-14 10-15 24-17 16-20 18-22 23-25 26-33 27-39 
41005041	5-1 4-4 17-9 5-10 7-11 10-12 9-13 10-14 17-16 18-17 7-19 8-21 15-22 6-23 18-24 18-25 
41005042	1-1 9-2 10-4 17-14 9-21 10-22 12-25 12-26 13-27 
41005043	14-0 18-3 18-6 6-9 14-10 18-11 7-12 14-13 18-15 1-21 14-23 19-28 5-30 16-32 
41006001	14-0 7-3 7-7 11-12 12-15 8-17 0-21 7-23 
41006002	3-1 3-2 4-3 31-5 6-11 31-12 12-19 14-24 6-25 40-27 31-35 31-36 13-37 32-38 6-41 31-42 19-43 8-44 27-45 8-47 40-49 15-50 27-54 31-56 40-59 
41006003	26-0 0-1 2-2 0-3 22-4 32-8 6-10 8-12 32-14 10-16 12-18 16-22 18-24 22-28 24-32 25-33 26-34 21-37 28-38 32-45 
41006004	3-0 1-1 2-3 3-5 6-6 5-8 8-13 17-18 21-25 13-30 21-32 8-34 
41006005	1-1 4-3 15-7 9-10 10-12 13-15 17-20 
41006006	1-1 8-7 8-10 1-13 9-17 8-23 1-26 
41006007	1-1 2-3 4-5 4-6 7-9 1-11 7-16 13-17 11-18 1-19 
41006008	0-1 3-3 3-7 11-9 3-12 16-15 3-24 14-29 13-32 12-36 16-44 17-47 20-49 
41006009	5-2 3-4 0-5 5-8 1-9 8-11 9-12 
41006010	1-1 3-3 13-5 6-6 13-7 8-11 6-14 3-16 8-19 9-20 13-22 3-28 9-29 13-34 3-37 
41006011	1-1 11-7 13-8 16-9 13-11 5-19 14-20 7-22 16-24 13-25 14-26 25-28 22-30 16-34 13-38 7-39 23-46 26-48 14-50 10-51 23-55 28-58 22-61 
41006012	2-4 6-9 7-12 6-13 9-17 
41006013	4-4 9-16 10-18 13-19 
41006014	0-0 1-1 2-3 12-4 22-7 23-8 24-12 6-13 7-16 11-21 23-24 12-25 32-26 13-27 31-35 32-37 31-44 
41006015	2-3 9-4 5-5 8-9 3-10 17-12 11-14 12-16 
41006016	2-0 3-2 5-3 6-5 10-7 7-8 10-10 8-14 0-15 6-17 
41006017	3-1 13-3 24-4 19-5 26-6 29-7 22-9 21-10 3-12 9-14 3-18 26-19 29-22 21-24 26-27 15-29 3-33 6-36 4-38 9-42 26-45 14-50 
41006018	
41006019	1-0 6-1 12-5 9-10 11-12 13-14 14-15 11-16 17-18 
41006020	1-2 3-6 19-7 0-9 3-10 22-11 9-15 8-16 28-21 1-23 14-29 18-30 28-31 29-33 30-34 3-36 22-37 6-49 20-54 
41006021	10-5 5-6 12-8 10-9 13-19 7-20 12-22 12-23 13-31 17-41 23-50 
41006022	19-0 6-5 9-8 2-10 33-12 8-16 11-18 33-21 13-25 19-30 8-31 26-32 17-34 18-36 33-37 34-40 29-41 30-42 34-44 26-47 34-49 18-50 29-51 30-54 29-55 26-57 
41006023	3-3 14-6 12-7 6-9 14-10 12-11 9-14 1-15 10-16 17-17 6-19 12-21 14-22 9-24 17-29 6-38 10-40 17-41 3-42 
41006024	6-1 7-2 6-4 13-8 8-9 16-12 12-13 12-14 16-15 6-16 12-22 8-24 5-26 6-27 16-28 6-29 18-32 20-34 
41006025	7-0 1-2 16-6 9-9 16-12 7-13 15-14 15-16 13-17 13-19 15-20 22-22 24-24 28-28 18-33 
41006026	2-0 18-3 22-4 20-8 6-12 14-13 14-19 22-21 18-22 14-24 16-26 22-34 12-39 18-40 20-42 16-44 22-47 18-49 23-50 
41006027	9-0 1-1 3-2 4-4 9-5 15-8 13-11 11-13 19-16 9-19 21-22 11-28 
41006028	2-1 3-4 5-8 1-12 10-14 18-17 19-20 19-23 18-24 10-26 20-28 2-30 
41006029	2-1 3-5 15-6 14-8 15-12 16-13 11-19 17-28 
41006030	1-1 3-3 4-10 3-20 3-21 8-24 3-25 9-28 
41006031	3-0 18-1 29-2 9-7 29-9 26-16 15-17 30-20 9-21 2-25 29-28 3-33 10-35 26-38 15-40 29-42 
41006032	7-3 6-4 7-8 8-10 7-13 8-15 2-19 
41006033	1-1 2-4 9-7 6-11 23-14 15-19 10-22 
41006034	26-0 0-2 26-5 10-7 5-9 26-10 24-14 4-16 26-26 19-28 21-30 22-32 24-34 29-39 26-40 
41006035	1-2 8-5 8-7 6-10 9-12 8-14 5-16 11-18 9-19 14-20 20-21 13-24 14-26 8-32 
41006036	3-1 15-4 15-6 3-9 15-11 12-21 16-22 
41006037	0-0 14-1 2-3 29-4 31-8 4-9 13-11 32-12 1-19 4-21 8-22 15-23 16-24 31-26 19-27 25-28 29-33 
41006038	1-1 9-5 7-9 3-11 9-12 3-13 13-14 13-17 21-23 21-25 22-29 7-31 24-33 25-34 
41006039	5-3 5-5 4-6 5-9 13-16 
41006040	2-3 7-9 4-10 
41006041	12-3 25-4 3-5 21-7 28-8 37-9 38-10 34-12 28-16 13-18 25-21 34-26 4-30 27-36 12-37 28-42 32-45 37-47 38-48 34-50 25-56 41-58 
41006042	2-1 
41006043	13-5 5-14 4-15 4-16 5-17 
41006044	2-1 5-5 7-8 8-9 2-10 
41006045	13-0 12-1 4-5 3-7 17-10 17-15 8-18 13-21 20-24 18-31 20-32 17-43 
41006046	2-0 14-4 14-6 14-8 8-9 9-11 13-14 8-16 15-19 
41006047	2-1 5-3 12-5 10-8 12-12 
41006048	1-1 2-3 11-4 25-6 33-19 33-25 30-31 25-34 31-37 
41006049	0-0 3-4 4-5 8-10 4-15 13-17 16-22 
41006050	2-0 3-2 10-3 24-7 8-9 9-10 4-11 12-13 12-15 19-17 10-19 20-20 8-21 22-24 22-25 24-26 
41006051	1-1 13-3 5-6 6-10 10-13 
41006052	3-4 0-10 0-15 7-20 
41006053	7-1 13-11 10-16 
41006054	7-3 10-6 9-8 12-11 11-14 12-16 
41006055	8-2 1-4 16-6 16-9 8-12 16-15 12-17 12-21 19-23 8-24 20-28 11-36 16-45 20-47 
41006056	6-6 18-11 27-15 13-18 12-21 18-30 12-35 27-44 19-49 32-50 
41007001	3-1 7-4 8-5 11-6 5-11 16-13 14-16 5-20 6-22 
41007002	1-3 3-4 6-5 5-7 14-14 9-16 
41007003	2-1 4-3 6-4 16-7 8-17 12-18 14-19 8-24 16-25 9-26 
41007004	1-0 12-3 3-9 9-15 13-16 9-19 20-20 10-21 16-25 17-27 20-33 24-38 13-42 33-48 
41007005	15-0 2-3 5-6 6-10 7-11 15-12 15-13 11-17 10-19 12-22 21-23 25-29 22-37 
41007006	3-3 10-5 7-7 1-8 14-11 10-12 26-13 1-16 3-18 3-20 10-21 13-23 17-25 26-28 29-32 23-37 19-48 
41007007	0-2 10-4 0-7 3-10 0-11 0-12 7-17 4-21 5-24 
41007008	0-0 5-6 0-8 8-12 8-15 8-16 
41007009	3-3 18-6 5-7 5-9 15-15 5-20 
41007010	1-0 7-2 2-3 4-4 7-10 2-13 0-17 0-19 2-20 12-23 13-24 14-25 17-32 
41007011	0-0 13-1 19-3 24-4 24-5 3-6 4-7 22-8 8-15 9-16 11-17 10-19 0-20 7-21 24-23 21-25 18-27 25-33 
41007012	6-0 6-1 10-2 1-4 1-5 9-6 
41007013	11-0 19-2 19-6 12-8 11-14 19-17 6-19 11-21 19-24 16-25 10-28 
41007014	5-0 6-1 2-3 7-4 4-6 1-8 10-10 16-12 16-13 14-14 12-15 10-16 13-18 
41007015	6-0 1-2 3-3 21-5 4-6 13-9 26-13 14-15 17-17 17-18 21-19 21-29 10-34 14-35 6-38 4-39 
41007017	14-0 2-3 10-5 2-8 6-10 12-13 11-15 13-17 2-18 17-24 
41007018	1-1 3-3 12-5 7-6 8-7 13-9 19-10 12-14 13-16 7-17 22-22 19-24 3-27 25-31 13-33 12-35 19-36 
41007019	3-1 10-2 13-7 13-8 3-10 10-18 13-20 6-27 7-30 11-35 1-37 13-40 15-44 17-48 
41007020	12-1 2-3 7-5 9-6 1-8 7-11 1-16 1-17 9-19 7-21 
41007021	0-1 0-6 8-11 0-15 10-18 16-21 8-30 
41007023	0-0 10-1 2-2 2-3 10-4 10-9 4-12 10-17 
41007024	1-5 8-6 25-10 12-15 28-16 25-18 18-21 19-22 16-24 30-26 18-29 25-30 26-32 8-33 28-34 22-37 28-38 30-40 
41007025	2-0 3-1 11-3 13-4 20-6 2-9 3-10 3-14 10-16 20-21 21-35 
41007026	14-0 2-1 13-2 13-7 7-12 14-14 13-18 14-24 20-34 
41007027	3-3 1-4 16-5 25-7 25-8 21-9 16-24 27-27 
41007028	0-0 1-1 2-3 5-4 3-6 5-7 5-8 9-10 10-13 12-15 13-22 
41007029	3-3 1-4 8-5 3-6 8-7 3-8 11-9 17-10 10-12 17-21 
41007030	1-1 2-3 10-16 9-22 
41007031	7-10 12-13 11-18 1-20 12-22 22-27 14-32 16-33 
41007032	2-3 12-4 19-5 3-7 18-9 21-12 21-18 24-22 19-24 22-35 3-37 7-38 
41007033	2-1 8-4 8-6 2-18 14-24 19-26 13-27 10-36 8-45 19-46 
41007034	10-1 3-5 4-8 5-10 9-13 5-14 9-16 5-19 10-25 8-27 12-28 13-29 3-30 11-31 9-34 8-35 9-37 3-38 
41007035	2-2 10-4 5-5 1-14 10-18 
41007036	1-1 4-5 6-10 4-11 4-12 7-13 11-14 19-16 11-21 8-26 19-35 4-36 
41007037	10-2 18-4 13-5 7-6 13-14 10-15 7-17 13-20 7-25 17-29 18-31 21-35 
41008001	14-1 3-2 20-3 24-4 24-7 4-9 20-13 15-15 21-17 19-21 18-23 16-27 23-29 24-31 
41008002	0-0 18-3 18-5 18-8 10-9 0-10 13-12 14-13 18-18 19-20 
41008003	1-1 7-4 6-5 2-7 7-11 11-16 15-27 17-28 20-31 21-36 
41008004	2-2 3-4 14-5 1-7 14-8 15-9 4-14 12-20 14-28 10-29 
41008005	2-2 8-4 6-8 8-10 11-14 12-15 12-16 
41008006	5-0 27-4 34-6 21-14 30-16 30-17 15-18 15-19 16-20 12-22 20-24 1-28 27-32 29-35 34-47 
41008007	3-3 6-8 15-9 13-18 6-19 11-21 12-23 
41008008	2-4 16-20 15-21 15-22 16-23 
41008009	8-2 6-4 8-5 8-7 4-8 5-9 9-13 
41008010	1-1 2-2 6-6 7-7 9-9 8-11 12-15 16-20 
41008011	1-1 5-3 16-9 7-11 11-12 16-15 18-16 5-18 12-20 16-22 13-23 5-27 8-28 16-30 17-37 18-38 
41008012	6-5 5-7 1-9 19-11 20-13 26-15 26-17 22-23 17-24 19-25 20-28 23-30 21-32 14-35 
41008013	1-1 7-9 8-10 11-13 
